Rcp	FBtr0074341
CG9099	FBtr0074347
CG4880	FBtr0074342
wus	FBtr0342974
wus	FBtr0074418
CG13001	FBtr0074417
CG9086	FBtr0346190
CG9086	FBtr0074415
CG9086	FBtr0308839
CG8949	FBtr0304840
CG8949	FBtr0074412
CG4949	FBtr0074381
CG4949	FBtr0343333
CG5004	FBtr0074386
mei-218	FBtr0299823
mei-218	FBtr0303847
RpS5a	FBtr0074406
CG5010	FBtr0074387
xmas-2	FBtr0074404
CG8915	FBtr0339780
CG8915	FBtr0074447
Fim	FBtr0074441
CG5445	FBtr0074425
CG5445	FBtr0339777
CG8611	FBtr0074440
l(1)G0222	FBtr0301413
stas	FBtr0074487
stas	FBtr0290036
CG5703	FBtr0340622
CG8289	FBtr0074484
CG5800	FBtr0074453
RhoGAPp190	FBtr0074481
IntS2	FBtr0074480
CG8188	FBtr0346186
CG8188	FBtr0340633
CG8188	FBtr0074476
CG8188	FBtr0100463
par-6	FBtr0074456
par-6	FBtr0074455
CG8173	FBtr0074475
CG42684	FBtr0340631
CG42684	FBtr0302834
CG12986	FBtr0074474
CG6398	FBtr0342784
e(y)1	FBtr0074463
CG8142	FBtr0074472
CG15814	FBtr0074469
Arp8	FBtr0074544
mnb	FBtr0300509
CG7772	FBtr0074540
Vps4	FBtr0074504
Vps4	FBtr0342787
CG7536	FBtr0343317
dik	FBtr0074510
dik	FBtr0339540
CG7206	FBtr0089576
scu	FBtr0074511
CG7192	FBtr0074527
Taf8	FBtr0074514
CrebB	FBtr0308232
CrebB	FBtr0074557
por	FBtr0074577
por	FBtr0310487
CG6179	FBtr0074558
CR45714	FBtr0346494
GalNAc-T2	FBtr0346082
GalNAc-T2	FBtr0074625
GalNAc-T2	FBtr0074624
Rad51D	FBtr0074592
Wnt5	FBtr0343046
Ggt-1	FBtr0340368
Ggt-1	FBtr0074622
Aats-his	FBtr0074593
Bx	FBtr0340365
CG6540	FBtr0074601
CG6617	FBtr0074615
Ing3	FBtr0074614
CG6659	FBtr0074612
fu	FBtr0074602
CG6961	FBtr0074660
bnb	FBtr0074656
bnb	FBtr0074658
bnb	FBtr0074657
CG7101	FBtr0074639
Pvf1	FBtr0074640
CG7280	FBtr0074655
CG7322	FBtr0074654
CG7322	FBtr0310441
CG7322	FBtr0346018
CG7288	FBtr0074643
CG7326	FBtr0333159
CG7326	FBtr0074653
CG7332	FBtr0074647
CG7332	FBtr0342877
CG43759	FBtr0331156
CG43759	FBtr0331157
CG43759	FBtr0332994
CG7556	FBtr0074697
CG7453	FBtr0074666
CG14194	FBtr0074671
Ulp1	FBtr0074693
CG7889	FBtr0074675
CG8010	FBtr0074688
CG32536	FBtr0074686
CG8034	FBtr0301226
out	FBtr0344324
out	FBtr0074682
CG12200	FBtr0074710
mRpS14	FBtr0346015
Nat1	FBtr0346014
Nat1	FBtr0074711
CG12203	FBtr0074712
CR44340	FBtr0339739
l(1)G0156	FBtr0307904
l(1)G0156	FBtr0074780
CoRest	FBtr0302860
CoRest	FBtr0302863
CoRest	FBtr0302864
Grip84	FBtr0343590
Grip84	FBtr0074777
car	FBtr0074728
Tao	FBtr0303999
Tao	FBtr0304000
Tao	FBtr0074773
Tao	FBtr0074774
Tao	FBtr0074771
RpS10b	FBtr0074731
CG14220	FBtr0307162
CG14220	FBtr0074768
CG14207	FBtr0074733
CG14207	FBtr0345918
CG14210	FBtr0344070
CG14210	FBtr0074740
NAA20	FBtr0074763
MKP-4	FBtr0074741
MKP-4	FBtr0332481
e(y)3	FBtr0074762
Rcd-1	FBtr0074743
Rcd-1	FBtr0074744
CG12237	FBtr0074761
Sec61gamma	FBtr0074745
Sec61gamma	FBtr0340610
Arp10	FBtr0074760
Arp10	FBtr0345991
Ranbp21	FBtr0340614
Ranbp21	FBtr0074759
CG14215	FBtr0345016
Ssu72	FBtr0344152
Ssu72	FBtr0074747
CR44512	FBtr0340613
dome	FBtr0074756
Ubqn	FBtr0074750
Mer	FBtr0345992
Mer	FBtr0074754
Cdc42	FBtr0074751
Cdc42	FBtr0309214
CG14231	FBtr0309217
CG14231	FBtr0074814
CG14230	FBtr0074787
AP-1-2beta	FBtr0074789
CoVIb	FBtr0074816
CoVIb	FBtr0074817
parvin	FBtr0074793
Alr	FBtr0074794
Pmp70	FBtr0074795
CG12702	FBtr0074809
vfl	FBtr0307537
vfl	FBtr0074807
pico	FBtr0074805
Nup205	FBtr0074799
Rab35	FBtr0333549
Rab35	FBtr0070028
Rab35	FBtr0303258
Phf7	FBtr0070027
CG9577	FBtr0070007
CG9581	FBtr0070026
CG9578	FBtr0070008
CG17068	FBtr0077341
Rab10	FBtr0077337
l(1)G0004	FBtr0077298
Pp4-19C	FBtr0345017
Pp4-19C	FBtr0077324
Pp4-19C	FBtr0346620
cactin	FBtr0340400
mal	FBtr0344987
mal	FBtr0077306
CG1812	FBtr0077312
Tak1	FBtr0077319
Cyp6v1	FBtr0077276
Cyp6v1	FBtr0345967
CR45610	FBtr0346291
run	FBtr0077279
CG1532	FBtr0339633
CG1532	FBtr0077268
CG1529	FBtr0340441
CG1529	FBtr0340440
Ntf-2	FBtr0077241
Mgstl	FBtr0077243
Cbs	FBtr0077244
Cbs	FBtr0340437
CG1518	FBtr0077264
CG32512	FBtr0340438
CG32512	FBtr0077262
Rpt6	FBtr0077189
CG33713	FBtr0077227
CG33714	FBtr0091704
Dd	FBtr0077226
CG1486	FBtr0077191
fliI	FBtr0077192
dod	FBtr0077193
pen	FBtr0077223
Sep1	FBtr0077198
bbx	FBtr0331744
slgA	FBtr0077203
slgA	FBtr0307527
Hlc	FBtr0077221
Hlc	FBtr0343853
Cyp6t1	FBtr0077212
CG14476	FBtr0070059
CG14476	FBtr0070058
CG14621	FBtr0342876
CG14621	FBtr0077344
CG14615	FBtr0077369
wap	FBtr0077368
CG14613	FBtr0077367
CG14618	FBtr0077351
CG12576	FBtr0077365
S6kII	FBtr0077360
S6kII	FBtr0333715
CG17598	FBtr0333716
CG17598	FBtr0077364
fog	FBtr0077342
fog	FBtr0333179
CG40485	FBtr0111190
CG13865	FBtr0111191
CG13865	FBtr0111192
CG13865	FBtr0344110
CG17163	FBtr0309316
CG17163	FBtr0113727
CG17168	FBtr0113730
CG17162	FBtr0113726
CG17162	FBtr0343932
CG17162	FBtr0300041
ATbp	FBtr0301978
CR44987	FBtr0344052
CG11377	FBtr0078104
Sam-S	FBtr0089430
Sam-S	FBtr0089433
Sam-S	FBtr0089434
Sam-S	FBtr0089435
Gs1	FBtr0300568
CG11454	FBtr0078116
mRpL10	FBtr0078124
Tbc1d15-17	FBtr0332338
Tbc1d15-17	FBtr0078125
Tbc1d15-17	FBtr0332339
mbm	FBtr0078139
CG11555	FBtr0343777
CG11555	FBtr0078128
Amnionless	FBtr0078134
Amnionless	FBtr0330647
CG11562	FBtr0078130
Hop	FBtr0078131
Pi3K21B	FBtr0331205
Pi3K21B	FBtr0331208
Pi3K21B	FBtr0331206
AP-2alpha	FBtr0089488
ebi	FBtr0078055
CG13690	FBtr0078090
RpLP1	FBtr0078056
RpLP1	FBtr0331932
CG11885	FBtr0078089
crq	FBtr0078087
crq	FBtr0331232
CG4164	FBtr0078060
cbt	FBtr0078083
lwr	FBtr0078081
Spp	FBtr0078080
CG2789	FBtr0078066
CG11835	FBtr0332342
CG2794	FBtr0078067
Ipk2	FBtr0078074
cold	FBtr0078069
Nnf1b	FBtr0078008
Dbp21E2	FBtr0078009
CG3876	FBtr0078039
Clp	FBtr0078011
CG3662	FBtr0078012
dock	FBtr0332973
dock	FBtr0078013
drongo	FBtr0302612
kraken	FBtr0078016
kraken	FBtr0334794
dbe	FBtr0078030
ast	FBtr0077952
Pino	FBtr0077987
CG4552	FBtr0077956
CG4749	FBtr0077959
Tfb4	FBtr0077985
Vps29	FBtr0077960
capt	FBtr0100022
Tango14	FBtr0077961
IntS14	FBtr0077962
CG14341	FBtr0077964
Plap	FBtr0304710
Plap	FBtr0077980
CR44898	FBtr0343843
halo	FBtr0114554
CG14352	FBtr0077876
RFeSP	FBtr0334842
RFeSP	FBtr0334843
RFeSP	FBtr0077915
cpb	FBtr0077881
mRpL48	FBtr0333542
mRpL48	FBtr0077882
Eno	FBtr0077909
CG31937	FBtr0077884
CG17712	FBtr0077903
CG15356	FBtr0077869
Npc2a	FBtr0077816
GlyP	FBtr0100485
GlyP	FBtr0077828
CG11723	FBtr0334813
CG11723	FBtr0077852
AIF	FBtr0077830
aop	FBtr0077850
aop	FBtr0330660
CG10874	FBtr0077848
CG10874	FBtr0330664
Uch	FBtr0303459
Uch	FBtr0077844
CG10880	FBtr0077843
mio	FBtr0077835
papi	FBtr0077836
CG15387	FBtr0113015
sau	FBtr0100674
Sec24CD	FBtr0329964
Sec24CD	FBtr0077810
Sec24CD	FBtr0329965
Rab5	FBtr0077795
Axud1	FBtr0330666
Atxn7	FBtr0331438
Atxn7	FBtr0077765
CG9886	FBtr0077770
CG9886	FBtr0335462
oaf	FBtr0077779
oaf	FBtr0077778
Arpc5	FBtr0077694
Arpc5	FBtr0335170
Hrs	FBtr0089750
Cwc25	FBtr0077712
Pgk	FBtr0077739
CG3077	FBtr0077736
Taf10b	FBtr0077735
Taf10	FBtr0077717
colt	FBtr0077731
colt	FBtr0077734
RpS21	FBtr0273293
CG31694	FBtr0077685
CG8814	FBtr0077629
NTPase	FBtr0332459
Ts	FBtr0077679
Ts	FBtr0343784
Rrp1	FBtr0077678
Rrp1	FBtr0290241
gammaTub23C	FBtr0077641
CG9641	FBtr0077676
CG9641	FBtr0077677
CG3165	FBtr0343781
CG3165	FBtr0077642
CG9643	FBtr0343783
CG9643	FBtr0077675
Chd1	FBtr0077674
CG3558	FBtr0077644
alpha4GT1	FBtr0077670
CG3542	FBtr0077648
CG3605	FBtr0335484
CG3605	FBtr0077669
GABPI	FBtr0077652
CG17259	FBtr0335480
CG17259	FBtr0077667
CG17260	FBtr0077653
CG17260	FBtr0335478
toc	FBtr0112883
CG12400	FBtr0329905
CG12400	FBtr0077617
Mad	FBtr0077616
Hydr2	FBtr0077576
Hydr2	FBtr0308315
CG8838	FBtr0077588
CG34394	FBtr0112638
Ptpa	FBtr0077589
Cog3	FBtr0077573
msl-2	FBtr0077571
mir-4971	FBtr0309606
Pdsw	FBtr0077520
CG3238	FBtr0077569
CG17593	FBtr0077525
CG17593	FBtr0333250
Spindly	FBtr0301590
odd	FBtr0077557
for	FBtr0089308
CG2818	FBtr0077537
Reph	FBtr0077497
Reph	FBtr0077498
slp1	FBtr0077499
slp2	FBtr0077500
Cep97	FBtr0301082
CG31957	FBtr0077514
RpL40	FBtr0077470
Traf4	FBtr0077429
CG3338	FBtr0077462
Psf2	FBtr0331449
Dim1	FBtr0077435
MFS18	FBtr0077456
CG15439	FBtr0077455
CG15440	FBtr0077454
CG15443	FBtr0077450
CG15443	FBtr0335134
CG15436	FBtr0077442
Bsg25A	FBtr0077423
Elba3	FBtr0077378
mir-4912	FBtr0309734
CG11927	FBtr0077386
Mon1	FBtr0077387
Cf2	FBtr0089647
CG3008	FBtr0077389
hoe1	FBtr0077397
mRpL24	FBtr0079058
betaggt-I	FBtr0078991
CG34125	FBtr0110839
Trip1	FBtr0079053
Scox	FBtr0079052
CG3756	FBtr0078994
l(2)05714	FBtr0079051
CG14043	FBtr0078995
mRpL28	FBtr0078996
mRpL28	FBtr0331227
Gmd	FBtr0079049
CG8891	FBtr0079048
CG8892	FBtr0331228
CG8892	FBtr0079046
Rtnl1	FBtr0079044
Rtnl1	FBtr0079041
Rtnl1	FBtr0301538
CG31917	FBtr0079037
Tfb5	FBtr0301130
CG3887	FBtr0332412
CG3887	FBtr0079000
CG31650	FBtr0079034
CG44000	FBtr0334119
CG44001	FBtr0334125
eIF-3p40	FBtr0079031
eIF-3p40	FBtr0079030
CG14036	FBtr0079029
His3.3A	FBtr0333536
CG31918	FBtr0079028
Rpn11	FBtr0079027
RpL37A	FBtr0302570
RpL37A	FBtr0079016
CG5828	FBtr0329981
CG5828	FBtr0079018
CG8680	FBtr0079025
CG8680	FBtr0345334
snmRNA:158	FBtr0091750
tkv	FBtr0079086
CR14033	FBtr0303308
Bsg25D	FBtr0079084
Bsg25D	FBtr0302568
Bsg25D	FBtr0310624
Bsg25D	FBtr0302567
Bub1	FBtr0079069
Ncoa6	FBtr0307041
Ncoa6	FBtr0329969
cype	FBtr0079072
cype	FBtr0307035
CG12512	FBtr0079077
CG14020	FBtr0079094
CG14020	FBtr0329966
CG7382	FBtr0079130
cl	FBtr0079095
CG6907	FBtr0079096
CG6907	FBtr0343257
CG31915	FBtr0079099
CG7277	FBtr0079128
Hel25E	FBtr0331676
Hel25E	FBtr0079124
Lam	FBtr0079100
CG18266	FBtr0079109
sip1	FBtr0079134
sip1	FBtr0345545
CG11030	FBtr0079135
CG11030	FBtr0332554
CG14005	FBtr0079160
CR43465	FBtr0309287
chic	FBtr0079235
chic	FBtr0079233
eIF-4a	FBtr0079176
ifc	FBtr0079179
lid	FBtr0345336
lid	FBtr0307071
lid	FBtr0079231
mtm	FBtr0345290
mtm	FBtr0079223
CG31643	FBtr0343119
CG31643	FBtr0079182
ade2	FBtr0079221
ade2	FBtr0079220
slmo	FBtr0343130
CG34179	FBtr0299809
slmo	FBtr0299810
slmo	FBtr0079217
slmo	FBtr0079218
CG12393	FBtr0079184
CG9135	FBtr0346135
CG9135	FBtr0079185
CG9135	FBtr0343121
CG9140	FBtr0343129
CG9140	FBtr0079216
CG13994	FBtr0343122
CG13994	FBtr0079188
Fbw5	FBtr0079215
CG13993	FBtr0079191
CG13993	FBtr0343125
Kr-h2	FBtr0079192
Kr-h2	FBtr0343126
CG9175	FBtr0079211
stai	FBtr0079196
Arpc4	FBtr0079200
Cpr	FBtr0079250
CG9505	FBtr0079253
Fic	FBtr0079257
retm	FBtr0339788
retm	FBtr0079272
retm	FBtr0329951
frj	FBtr0079258
CG9536	FBtr0079267
Sec61alpha	FBtr0079266
Sec61alpha	FBtr0345753
DLP	FBtr0344764
DLP	FBtr0079260
epsilonCOP	FBtr0079261
CG9548	FBtr0079264
CG31637	FBtr0343155
CG31637	FBtr0079287
CoVb	FBtr0343157
CoVb	FBtr0079288
CG9596	FBtr0343162
Ent2	FBtr0079290
Ent2	FBtr0343158
CG13766	FBtr0343161
CG13766	FBtr0079330
CG11050	FBtr0079291
CG11050	FBtr0079292
CG11070	FBtr0079297
cup	FBtr0346452
CG34310	FBtr0346453
cup	FBtr0290322
CG34310	FBtr0333516
Spn27A	FBtr0079321
Nse1	FBtr0333349
Nse1	FBtr0079319
Aatf	FBtr0079299
Liprin-alpha	FBtr0079301
nrv1	FBtr0332370
Rca1	FBtr0079342
l(2)k09022	FBtr0079343
CG13773	FBtr0079372
Rat1	FBtr0332324
Wee1	FBtr0079371
x16	FBtr0332328
x16	FBtr0079368
CG32829	FBtr0079370
nop5	FBtr0079369
Hrb27C	FBtr0301403
Hrb27C	FBtr0079346
Fgop2	FBtr0079366
ihog	FBtr0079365
CG3430	FBtr0079350
Coprox	FBtr0079352
Coprox	FBtr0346584
smt3	FBtr0346716
snRNP-U1-70K	FBtr0079355
CG31908	FBtr0079429
CG31908	FBtr0345638
Rab30	FBtr0079426
Rab30	FBtr0079427
Caper	FBtr0089640
milt	FBtr0306228
milt	FBtr0306231
Mnn1	FBtr0079401
Mnn1	FBtr0110978
Sem1	FBtr0079403
CG4495	FBtr0079405
CG4502	FBtr0079417
ico	FBtr0079413
CG5149	FBtr0079469
CG5181	FBtr0079467
chm	FBtr0079443
chm	FBtr0332523
CG5261	FBtr0079444
CG5261	FBtr0332529
Herp	FBtr0343403
Herp	FBtr0079493
r2d2	FBtr0301329
CG7115	FBtr0079523
Rack1	FBtr0331238
Rack1	FBtr0079565
Rack1	FBtr0345448
mts	FBtr0343416
mts	FBtr0343417
mts	FBtr0079525
SmE	FBtr0079560
Sirup	FBtr0343382
Sirup	FBtr0079532
baf	FBtr0079535
baf	FBtr0333095
Cka	FBtr0333096
RpL36A	FBtr0345332
RpL36A	FBtr0079546
MED20	FBtr0079544
MED20	FBtr0329946
Trf	FBtr0079542
Mcr	FBtr0079543
Bsg	FBtr0079573
CG8668	FBtr0079576
CG42762	FBtr0303390
CG8498	FBtr0079640
CG8498	FBtr0346463
CG8475	FBtr0079638
CG8460	FBtr0079586
PGAP5	FBtr0079587
Su(var)205	FBtr0079636
Ssb-c31a	FBtr0079590
Snx6	FBtr0079631
Btk29A	FBtr0112836
Btk29A	FBtr0079616
CG7840	FBtr0079598
Ostgamma	FBtr0079613
CG7818	FBtr0079599
CG7810	FBtr0079612
CG7787	FBtr0079601
RpS13	FBtr0346454
RpS13	FBtr0079724
RpS13	FBtr0100541
Pp2A-29B	FBtr0005088
CG17292	FBtr0345734
CG17292	FBtr0079648
CG17292	FBtr0079649
Wdr82	FBtr0079650
CG13392	FBtr0331995
CG13392	FBtr0079720
l(2)k12914	FBtr0079719
CG13384	FBtr0303471
CG42819	FBtr0303800
fy	FBtr0331992
emb	FBtr0346708
emb	FBtr0079663
CG13397	FBtr0331991
CG13397	FBtr0079711
Akap200	FBtr0079664
Akap200	FBtr0340239
Akap200	FBtr0340240
Chrac-14	FBtr0100268
fu12	FBtr0079704
fu12	FBtr0079703
fu2	FBtr0079674
fu2	FBtr0332008
CG13097	FBtr0079697
PIG-U	FBtr0079682
mRpL51	FBtr0079696
CG13090	FBtr0333413
lmgB	FBtr0336886
lmgA	FBtr0112743
lmgB	FBtr0112745
lmgA	FBtr0336885
Trs23	FBtr0079730
SoxN	FBtr0079733
SoxN	FBtr0330210
C1GalTA	FBtr0079789
rost	FBtr0079782
rost	FBtr0331454
Try29F	FBtr0301665
Try29F	FBtr0345312
CG9586	FBtr0079774
borr	FBtr0079818
Aldh	FBtr0079806
Aldh	FBtr0332597
Gdi	FBtr0306169
Gdi	FBtr0345433
Gdi	FBtr0079862
Mtpalpha	FBtr0079858
Trx-2	FBtr0079840
GlcAT-S	FBtr0079842
pelo	FBtr0079847
CG4364	FBtr0079848
zf30C	FBtr0079865
Taf11	FBtr0079924
und	FBtr0079866
und	FBtr0345287
und	FBtr0335504
CR18854	FBtr0302441
CG4036	FBtr0079870
FKBP59	FBtr0342837
FKBP59	FBtr0079872
CG34183	FBtr0112376
RpS2	FBtr0079905
RpS2	FBtr0345436
Srp54	FBtr0079875
yip2	FBtr0079876
CG5885	FBtr0079900
CG4619	FBtr0300550
CG13126	FBtr0343747
CG13126	FBtr0079892
CG4658	FBtr0343738
CG4658	FBtr0079885
CG4658	FBtr0079887
Dref	FBtr0079889
Dref	FBtr0310483
RpL13	FBtr0079888
RpL13	FBtr0100164
bib	FBtr0079929
bib	FBtr0329984
CG4747	FBtr0343740
CG4747	FBtr0079930
CG4747	FBtr0303902
CR44873	FBtr0343745
Pen	FBtr0079937
Ripalpha	FBtr0079962
RpL7	FBtr0343653
RpL7	FBtr0079946
CG34159	FBtr0112350
CG5734	FBtr0079960
Prosalpha6	FBtr0079948
Prosalpha6	FBtr0343606
eEF1delta	FBtr0079951
eEF1delta	FBtr0079952
me31B	FBtr0079975
chico	FBtr0080088
CG4953	FBtr0079984
trk	FBtr0080078
CG5604	FBtr0080074
nmd	FBtr0343612
nmd	FBtr0080065
CG4968	FBtr0079987
l(2)SH0834	FBtr0080062
CG5384	FBtr0331669
CG5384	FBtr0080061
CG4972	FBtr0079988
RnrL	FBtr0080059
CG5037	FBtr0079992
Cand1	FBtr0332198
pim	FBtr0080001
pim	FBtr0332190
CG5056	FBtr0080003
CG33303	FBtr0332197
CG33303	FBtr0080052
Cdk1	FBtr0080051
mRpS7	FBtr0332194
da	FBtr0332196
da	FBtr0080008
da	FBtr0332195
Mdh1	FBtr0345435
Mdh1	FBtr0080050
RpS27A	FBtr0080016
CG5355	FBtr0080047
pie	FBtr0333490
pie	FBtr0080046
CG5168	FBtr0080020
KdelR	FBtr0080021
KdelR	FBtr0080023
Bug22	FBtr0080044
TfIIB	FBtr0080025
TfIIB	FBtr0333489
RluA-2	FBtr0080032
RluA-2	FBtr0304133
CG7384	FBtr0080135
Lrr47	FBtr0080092
Lrr47	FBtr0331671
CG6750	FBtr0080122
Dpy-30L1	FBtr0080112
Nup107	FBtr0080121
CG12299	FBtr0080113
Ubc2	FBtr0080115
CG6724	FBtr0080191
mir-4987	FBtr0309697
porin	FBtr0332029
porin	FBtr0080182
Dnz1	FBtr0080181
aurB	FBtr0080180
Stam	FBtr0080143
CG33129	FBtr0080172
CG33129	FBtr0340552
CG33129	FBtr0080170
CG33129	FBtr0340550
CG33129	FBtr0080169
YL-1	FBtr0080146
YL-1	FBtr0340549
abo	FBtr0080168
l(2)06225	FBtr0305994
l(2)06225	FBtr0110872
SCAR	FBtr0080148
SCAR	FBtr0305256
SCAR	FBtr0329950
piwi	FBtr0080166
piwi	FBtr0340227
CG12253	FBtr0080149
aub	FBtr0112793
aub	FBtr0080165
RpL9	FBtr0080164
Nup154	FBtr0089881
Nup154	FBtr0340225
dUTPase	FBtr0080156
dUTPase	FBtr0080157
CG14915	FBtr0080193
CG43725	FBtr0329904
Ge-1	FBtr0080231
CG6230	FBtr0080228
Csl4	FBtr0080226
RfC38	FBtr0080225
RfC38	FBtr0344786
CG6287	FBtr0080222
CG4788	FBtr0343614
CG4788	FBtr0080202
cana	FBtr0091678
CG33695	FBtr0091682
mre11	FBtr0080213
sala	FBtr0080237
CG14937	FBtr0080264
CycY	FBtr0333425
CycY	FBtr0080259
esc	FBtr0080325
CG6686	FBtr0089573
zuc	FBtr0080316
Qtzl	FBtr0080288
CG18787	FBtr0321267
CG6746	FBtr0080313
CG6734	FBtr0080312
Tom70	FBtr0080309
CG6766	FBtr0080308
CG6770	FBtr0080306
JhI-21	FBtr0089655
JhI-21	FBtr0346427
CG34164	FBtr0342598
prd	FBtr0080298
CR44592	FBtr0342600
Pex19	FBtr0080326
CG6712	FBtr0080364
Aats-thr	FBtr0080332
Rab6	FBtr0346437
Rab6	FBtr0080361
crok	FBtr0080342
aret	FBtr0300567
CG5446	FBtr0080388
Elf	FBtr0080369
Elf	FBtr0333089
Elf	FBtr0344859
bun	FBtr0299656
CG5525	FBtr0080411
CG6153	FBtr0080394
CG6153	FBtr0340541
CG17036	FBtr0080408
CG17036	FBtr0340545
CG6180	FBtr0080398
CG5787	FBtr0080405
Pih1D1	FBtr0089908
MRP	FBtr0090014
Vha68-2	FBtr0336614
Vha68-2	FBtr0080418
CG9934	FBtr0080428
CG9934	FBtr0301247
DnaJ-H	FBtr0329989
DnaJ-H	FBtr0080494
Sir2	FBtr0080434
Sfmbt	FBtr0080492
Sfmbt	FBtr0289981
CG5439	FBtr0080435
CG31849	FBtr0080490
Edem2	FBtr0080438
Edem2	FBtr0333235
Pect	FBtr0080441
CG15482	FBtr0080487
CG9426	FBtr0080484
CG5705	FBtr0080444
CG16812	FBtr0080445
CG15480	FBtr0080482
CG15479	FBtr0080481
Drep-4	FBtr0080478
Nnp-1	FBtr0080473
CG6523	FBtr0080465
Tap42	FBtr0080466
CG31855	FBtr0080467
CG9306	FBtr0080472
CG9306	FBtr0342640
CG9305	FBtr0080471
CG6565	FBtr0342631
CG6565	FBtr0080468
CG6565	FBtr0346420
CG9302	FBtr0080470
loqs	FBtr0342633
CG9293	FBtr0080525
RpL24	FBtr0342637
RpL24	FBtr0345449
B4	FBtr0080513
ics	FBtr0342905
p38b	FBtr0080534
Sec71	FBtr0080537
CG16865	FBtr0080540
CG16865	FBtr0331626
tam	FBtr0080571
Arpc1	FBtr0080569
Arpc1	FBtr0080570
Orc5	FBtr0080543
RpII33	FBtr0080544
mRpS23	FBtr0080566
CenG1A	FBtr0080546
Smg5	FBtr0080561
CG4500	FBtr0080591
NimC4	FBtr0080592
CG33090	FBtr0080624
CG33090	FBtr0343674
mTTF	FBtr0080641
Rab14	FBtr0080626
Pgant35A	FBtr0080629
spel1	FBtr0080630
spel1	FBtr0309281
CR44731	FBtr0342912
noc	FBtr0342913
noc	FBtr0080643
Adh	FBtr0100590
l(2)35Bc	FBtr0080727
l(2)35Bd	FBtr0080696
CR43856	FBtr0332519
Su(H)	FBtr0346621
Su(H)	FBtr0080700
TfIIS	FBtr0080722
stc	FBtr0080706
Pol32	FBtr0303164
Pol32	FBtr0336864
l(2)35Cc	FBtr0310430
l(2)35Cc	FBtr0080708
UK114	FBtr0332376
UK114	FBtr0080746
sna	FBtr0080739
lace	FBtr0343735
lace	FBtr0080738
CycE	FBtr0080777
CycE	FBtr0080774
l(2)35Di	FBtr0343722
l(2)35Di	FBtr0080771
l(2)35Df	FBtr0080760
wek	FBtr0331282
wek	FBtr0080764
PRL-1	FBtr0080856
EndoGI	FBtr0080824
EndoGI	FBtr0331443
twe	FBtr0080855
twe	FBtr0331444
twe	FBtr0331446
crp	FBtr0343814
crp	FBtr0080854
pkaap	FBtr0080826
heix	FBtr0080852
CG17328	FBtr0080829
CG5861	FBtr0080850
Syx5	FBtr0080832
fzy	FBtr0080833
cact	FBtr0080845
cact	FBtr0080844
cact	FBtr0337081
CG4278	FBtr0080834
mRpL4	FBtr0080843
CG4440	FBtr0080835
CG4440	FBtr0337080
chif	FBtr0080839
CG4455	FBtr0080836
CaBP1	FBtr0080837
CG5888	FBtr0340234
Tpr2	FBtr0080866
Tpr2	FBtr0333487
mir-4943	FBtr0309684
CG42389	FBtr0300005
grp	FBtr0080884
grp	FBtr0080886
Cyt-c-p	FBtr0080889
Cyt-c-p	FBtr0344849
VhaSFD	FBtr0335143
VhaSFD	FBtr0080940
CG17996	FBtr0080937
Prosbeta4	FBtr0335142
Prosbeta4	FBtr0080936
CG17904	FBtr0080891
glu	FBtr0080935
LSm7	FBtr0080934
LSm7	FBtr0308804
CG17912	FBtr0080893
Ugt36Ba	FBtr0080909
Ugt36Ba	FBtr0331620
Cas	FBtr0080930
CG31739	FBtr0080919
CG6115	FBtr0345447
CG6115	FBtr0080959
CG42556	FBtr0301255
CG12288	FBtr0080957
Rpb11	FBtr0081011
CG15141	FBtr0080979
Sgt	FBtr0080982
CG5110	FBtr0080983
CG6453	FBtr0080998
CG6453	FBtr0305684
CG5131	FBtr0080984
CR45715	FBtr0346495
CG6412	FBtr0080994
CG5674	FBtr0081022
CG7200	FBtr0081062
RpS26	FBtr0081089
ncm	FBtr0081088
CG15160	FBtr0081070
CG10413	FBtr0081080
CG10413	FBtr0343829
tos	FBtr0081131
msl-1	FBtr0081130
msl-1	FBtr0343118
CG10336	FBtr0081095
CG10383	FBtr0089628
CG10383	FBtr0343117
CG10338	FBtr0343108
CG10338	FBtr0081096
CG10341	FBtr0081097
CG10376	FBtr0081128
CG10343	FBtr0081098
Jwa	FBtr0343116
Faf	FBtr0343115
Faf	FBtr0081126
CG17322	FBtr0081105
CG17597	FBtr0081121
CG10600	FBtr0081120
CG10602	FBtr0089315
mRpL13	FBtr0089318
Nedd8	FBtr0342928
Nedd8	FBtr0081192
Nak	FBtr0340325
Nak	FBtr0081187
Swip-1	FBtr0340322
Swip-1	FBtr0081185
CG15168	FBtr0081135
RpL30	FBtr0081181
mib2	FBtr0081142
mib2	FBtr0336840
Catsup	FBtr0081143
Acn	FBtr0081144
Acn	FBtr0336842
CG10470	FBtr0081146
l(2)37Bb	FBtr0081177
Rpn3	FBtr0302289
Rpn3	FBtr0336843
CG10492	FBtr0113043
l(2)37Cc	FBtr0346428
l(2)37Cc	FBtr0081164
l(2)37Cb	FBtr0081163
l(2)37Cd	FBtr0081156
Aats-asn	FBtr0332578
Aats-asn	FBtr0081162
l(2)37Ce	FBtr0081157
brat	FBtr0081158
brat	FBtr0336627
brat	FBtr0081159
CG17568	FBtr0081233
gammaTub37C	FBtr0332572
gammaTub37C	FBtr0081228
Pax	FBtr0334166
Pax	FBtr0081210
